source 	 dest 	 fft_centralized 	 fft_DSTAP 	 flow_Centralized 	 flow_DSTAP
6457	6454	0.983333333	0.983333333	2240.1715549999954	2056.0385474860545
6356	5803	0.1	0.1	411.0	416.0211659461356
3354	3309	0.359999712	0.359999712	1503.142234999994	2200.9984699604847
7255	3402	0.056250035	0.056250035	1753.5660999999934	1734.6042185595575
4318	7250	0.05	0.05	562.6787873330118	617.9017431888711
6532	6538	0.075000047	0.075000047	233.99824499999946	237.06220671594534
5604	2000621	3.764998118	3.764998118	0.0	7.0
5395	5396	0.993750621	0.993750621	485.62677434572254	536.3999077921196
7207	1225	3.209998395	3.209998395	16.0	16.0
6445	6340	0.683333333	0.683333333	1659.979445000005	1916.3349115108679
4801	6718	0.523404478	0.523404478	1050.545974999999	1157.6827416401568
2407	1802	1.618181818	1.618181818	58.35455999999999	129.06484427895555
6578	6579	1.04	1.04	37.395305	48.001117056574955
7002	2321	0.450000281	0.450000281	0.0	0.0
4803	2000568	1.91999904	1.91999904	3.0	3.0
2228	6410	0.468750293	0.468750293	720.8201950000005	496.04182165403694
3360	3357	0.4	0.4	1776.7322153266964	1854.5262783558555
4709	4702	0.038709652	0.038709652	1350.4701950000017	1491.3094826820422
7067	2001114	1.37999931	1.37999931	18.0	18.0
3810	2000375	0.33000033	0.33000033	63.0	115.0
1859	1837	1.054545455	1.054545455	847.23161	837.0353284912303
3808	3811	0.15483861	0.15483861	2299.9131266920594	1736.1456543087543
2111	2000806	0.58	0.58	279.0	278.99999999999983
5559	5478	0.7875	0.7875	13.0	13.0
1000124	5227	0.24000024	0.24000024	8.0	7.999999999999999
1001067	4790	1.094999453	1.094999453	1.0	1.0
4551	2000574	0.72	0.72	0.0	0.0
5549	2000962	0.764999618	0.764999618	22.0	22.0
4630	4557	1.91999904	1.91999904	144.30517000000003	191.99847256058803
1000471	3058	0.39000039	0.39000039	251.28492499999956	407.03804900051676
4181	4189	0.12	0.12	60.040780000000005	67.42387037053781
3366	3368	0.21000021	0.21000021	136.4803397163745	105.8996065666004
1328	1327	3.53999823	3.53999823	0.0	0.0
3689	2000355	0.93000093	0.93000093	38.0105	37.607512117342424
2549	2521	0.381818182	0.381818182	2090.9196613077047	1832.8550580608774
4573	7115	0.569999715	0.569999715	518.0	492.0
5856	6600	0.651428944	0.651428944	0.0	0.0
7208	7210	2.81999859	2.81999859	20.0	19.0
5966	6853	0.363636364	0.363636364	110.09999999999995	127.00066853536703
3606	3562	0.54000054	0.54000054	70.0	219.0
1000899	1675	0.239999808	0.239999808	18.0	18.0
3295	3241	0.144827686	0.144827686	2399.0075649999867	916.1203572489097
3170	3025	0.090909091	0.090909091	2022.5265957575657	1765.700074871073
2068	1963	0.884999558	0.884999558	51.0	80.0
2076	2142	0.4125	0.4125	1630.346579345494	1567.0395075656345
2649	2641	0.236363636	0.236363636	2508.4406287678935	2675.7611373513123
3811	3808	0.15483861	0.15483861	1034.7612299999996	828.5158470347559
6411	2000640	0.674999663	0.674999663	10.0	10.0
3000	2000472	0.719999424	0.719999424	205.99999999999986	201.99999999999986
5339	5370	0.44571454	0.44571454	1197.6269149999994	1196.0001846559799
4238	4236	0.300000188	0.300000188	2335.341859999992	2415.56312738165
7006	5361	0.533333333	0.533333333	264.0	371.59481879823454
3542	4367	0.165517356	0.165517356	896.7020599999996	828.4391580388739
4829	2000866	1.769999115	1.769999115	20.0	20.0
1000746	1376	2.354998823	2.354998823	4.0	4.0
6579	6578	1.04	1.04	214.0	301.46170881211464
3819	3777	0.375	0.375	1909.2955249999964	1440.021157165071
4963	4966	0.18	0.18	738.0006349999999	910.1126870146245
7045	7049	3.989998005	3.989998005	35.0	35.0
6051	6053	0.320689545	0.320689545	653.311041060805	914.4337670118109
1000127	5402	1.68	1.68	1123.9999999999968	1121.9999999999998
3995	3940	0.836363636	0.836363636	394.66765500000076	476.474370870894
3047	3048	0.335999731	0.335999731	5365.946608650082	4315.497148404213
1426	1427	0.974999513	0.974999513	159.461875	139.00749515867525
4653	4638	0.9	0.9	859.110585	909.9349302012719
2162	2092	0.269999865	0.269999865	525.4632200000001	484.61606673542497
1578	2000720	0.3000003	0.3000003	38.0	37.0
3391	6421	0.05	0.05	2189.6078149999744	1928.6668128296085
1551	1575	0.131250082	0.131250082	982.0	974.9579009634433
5987	6680	0.056250035	0.056250035	87.82211000000001	84.01577936903402
1000161	4701	1.14000114	1.14000114	1237.8462199999997	1023.0
3738	3736	0.345454545	0.345454545	1771.9597949999995	1381.057819943914
3125	2000437	0.45000045	0.45000045	460.6765550000003	408.65226204220914
7226	4580	2.642554316	2.642554316	134.15258500000002	147.99934538310904
2925	2000528	0.551999558	0.551999558	31.615195000000007	35.26239638467162
4550	4925	0.668571811	0.668571811	457.2900899999995	658.0558461831705
2800	2798	0.468750293	0.468750293	1456.906749999996	1273.099376528507
1000355	3709	1.17000117	1.17000117	85.395305	83.99871433463919
4889	2000665	1.664999168	1.664999168	28.0	28.0
3383	3267	0.26	0.26	1633.3889150000018	1488.307430932701
3201	3064	0.414285714	0.414285714	3118.2634547380408	1939.4577397304715
4587	4827	2.189998905	2.189998905	158.0	151.17961404943102
3240	3328	0.135483784	0.135483784	2165.2222859199096	1987.8926681493963
4903	2000145	0.54	0.54	492.76838999999995	504.99964172117
2287	2334	1.181250738	1.181250738	1057.852729999999	927.7757875514742
1000644	5833	2.21999889	2.21999889	66.84741499999998	57.000654616890806
2879	3389	0.262500164	0.262500164	21.79	20.939677872238796
2769	2000393	0.503999597	0.503999597	71.0	86.0
3746	3647	0.248276033	0.248276033	1479.3363349999977	1375.2712365915847
2892	2866	0.52	0.52	402.0448299999999	309.46277546141476
5326	5327	1.251429287	1.251429287	4.408950000000001	73.95696452116964
1361	1362	1.124999438	1.124999438	247.0714999999997	215.75379998264748
1000801	1521	1.031999174	1.031999174	21.0	21.0
4892	4882	0.616666667	0.616666667	237.0	268.0
4102	4093	1.127999098	1.127999098	0.0	0.0
1001105	7314	0.370212923	0.370212923	801.9999999999999	801.999999999998
5274	6743	2.624998688	2.624998688	482.0	450.0
1413	2000685	1.91999904	1.91999904	44.0	43.0
1455	7371	0.8125	0.8125	61.0	61.0
1221	5716	1.289999355	1.289999355	17.0	17.0
1974	1975	0.254999873	0.254999873	55.93211999999994	8.998059297648807
1001050	6961	0.52	0.52	8.0	8.0
2262	2261	0.164999918	0.164999918	549.4619458868488	128.714453025434
2457	2000513	0.479999616	0.479999616	304.2747950000009	302.62939855062393
1411	1416	0.23999988	0.23999988	754.2229100000001	575.9252799053426
5301	6173	0.868965218	0.868965218	7613.586525000049	8318.931946213244
6994	1162	0.06	0.06	669.3378899999999	716.9737628572362
3516	3560	0.8	0.8	2445.4012650000072	2351.5581765589436
1447	6799	0.569999715	0.569999715	53.0	53.0
1000030	5325	2.21999889	2.21999889	510.5910500000002	492.04303547883023
4117	4107	0.185714286	0.185714286	1157.0833500000024	1165.1900214482173
4108	4109	0.558621075	0.558621075	1742.3432045114605	1859.5157691813627
1915	1928	0.165517356	0.165517356	425.0	458.00057915639303
1861	1874	0.174193436	0.174193436	1263.3772599999936	1244.2716443718864
5623	2001086	1.154999423	1.154999423	8.0	8.0
5436	5437	0.854999573	0.854999573	51.0	52.0
1000865	4826	1.934999033	1.934999033	45.0	45.0
5728	5722	0.900000563	0.900000563	191.0	192.0
1000178	4655	1.0	1.0	633.9956950000008	315.2487224623199
5430	6827	0.469565013	0.469565013	92.0	93.0
1697	1742	0.868085476	0.868085476	619.5628360608052	546.0943163315518
2080	2079	0.472340627	0.472340627	996.912368650505	1082.8607182985827
2726	6500	1.364999318	1.364999318	183.91532999999995	156.86743461325682
6383	6382	0.7	0.7	672.4350249999984	669.5207805961514
1393	1392	0.944681253	0.944681253	804.0	806.9999999999985
3421	3453	0.416666667	0.416666667	3960.210090743672	4102.184129513146
3629	2000326	0.75000075	0.75000075	531.7421000000005	584.4936229213754
3662	3663	2.12	2.12	152.6190599999998	266.4865595035666
4948	5231	0.366666667	0.366666667	1645.0618399999992	1663.6774563030565
3402	3403	2.28750143	2.28750143	1753.5660999999934	1734.6042185595575
1000324	4156	0.6	0.6	110.0	112.0
4494	4493	0.689361995	0.689361995	868.4893250000031	757.237606663924
1000850	7064	2.369998815	2.369998815	262.46261000000004	260.219960991477
2950	2951	0.262500164	0.262500164	2101.502455000011	2192.4362132009123
3305	3314	0.167999866	0.167999866	989.4557177585982	680.8928404357872
2811	2000608	1.2	1.2	166.99999999999983	167.00000000000003
1547	1548	0.163636364	0.163636364	405.97717	454.41019400702237
4449	3594	0.806897108	0.806897108	1829.323289999996	1752.5979628587552
4144	4143	0.4	0.4	2408.3075	2440.001102448596
1810	1811	0.43125027	0.43125027	179.38419499999998	244.99117073013116
4433	4398	0.475862397	0.475862397	1098.3153299999972	1042.3644298048996
4326	4327	0.527272727	0.527272727	2368.607268865114	2124.231889733865
7392	1284	0.036363636	0.036363636	1413.3334649999995	1401.017703480688
6711	1835	1.43999928	1.43999928	864.1075232391953	891.9502398428419
5041	5043	0.672727273	0.672727273	1616.0944499999964	1603.815778902356
1274	1275	3.472341903	3.472341903	632.23161	616.0353284912303
1238	1320	2.294998853	2.294998853	71.53739	76.00116020880067
1677	1287	0.251612741	0.251612741	1188.0	1174.9999999999998
2768	2000499	2.88	2.88	1671.8196599999983	1499.757425054487
2440	2457	0.82	0.82	1504.4751316920624	1477.6046561160251
1662	2000706	0.335999731	0.335999731	26.0	26.0
4425	4427	0.109090909	0.109090909	3342.4369899999974	3021.3184536804365
5554	2001029	0.869999565	0.869999565	7.0	7.0
2652	2613	0.783333333	0.783333333	3271.0952948165905	3209.8267657943743
3518	3564	0.475862397	0.475862397	785.1753632299665	914.8199995931768
6845	6846	0.778723736	0.778723736	2516.4664888284483	2940.9525364847923
2657	2658	0.975000609	0.975000609	686.3823419197736	728.9825550462269
1000633	5824	2.87999856	2.87999856	256.27245	318.7500083341508
6228	4961	0.033333333	0.033333333	2147.287194999999	2143.7103551141913
4028	3581	0.371428571	0.371428571	11228.172172303284	11552.2699092346
6729	5427	0.509999745	0.509999745	0.0	0.0
3741	2000314	0.56	0.56	60.0	60.000000000000014
6801	1460	0.0375	0.0375	27.442255000000007	318.1391961557807
6067	6071	0.434482609	0.434482609	510.1146760608049	690.6175239677298
1233	6361	0.633333333	0.633333333	1648.9703399999996	1339.9952246833118
5140	5188	0.308571605	0.308571605	1065.1112799999992	1316.0435748845284
5331	5343	0.068571468	0.068571468	2545.14339	2659.0967414981606
3903	2000318	1.02000102	1.02000102	875.0	961.0
6706	2276	1.05	1.05	2130.310992810826	2692.514717274235
4674	7101	0.333333333	0.333333333	1225.6169571948403	1453.3238146986107
2110	2111	0.783333333	0.783333333	593.76839	639.9999999999997
2016	2056	0.497143141	0.497143141	1308.2261449999987	1278.3580173445214
4481	2808	0.283333333	0.283333333	314.53677999999996	327.8037074889383
5241	5246	0.745454545	0.745454545	469.0	467.0
2236	2248	1.276596288	1.276596288	909.1210249999999	857.9999999999986
3458	2000427	0.4	0.4	308.8689549999996	309.407723290254
3261	3316	0.375	0.375	1172.5445995519542	1311.3375957118487
3252	3276	0.39000039	0.39000039	131.65133499999996	101.0065869209897
3715	2000343	0.36000036	0.36000036	324.41270608691997	429.244738392659
6227	6233	0.766666667	0.766666667	1975.9901449999995	2071.003677881539
3914	2000288	0.48000048	0.48000048	689.8524499999997	682.797661704595
3927	3926	0.709090909	0.709090909	2193.3510999999867	2013.58339877434
6772	6771	0.849056924	0.849056924	695.6275300000001	697.7338518539826
6418	6434	0.75	0.75	334.5706849999998	354.3383663316535
4234	4216	0.62	0.62	1130.534245	1021.7246627995486
5304	6172	0.217241304	0.217241304	5577.310620000017	5404.095569277193
1000620	1144	1.094999453	1.094999453	87.0	87.00000000000004
4588	2000946	2.729998635	2.729998635	48.0	48.0
1000817	2046	1.76	1.76	0.0	0.0
2530	2544	0.215999827	0.215999827	41.0	25.0
1897	2000702	0.16	0.16	5.0	5.0
4431	2000237	0.96000096	0.96000096	48.0	40.0
2665	2000337	0.94	0.94	2.0	2.0
2028	2014	2.054998973	2.054998973	298.0	253.0890473371349
5603	5602	2.414998793	2.414998793	14.0	182.61640284823744
1001044	4653	0.7	0.7	2080.999999999998	2047.9999999999986
1423	6966	1.184999408	1.184999408	149.97369000000006	224.9999999999999
4606	5371	0.565714609	0.565714609	1756.0576549999978	1532.6939762298177
5435	5456	1.085106845	1.085106845	659.25322	627.4907019841331
1000608	2811	1.2	1.2	475.0000000000004	475.0000000000008
2204	1294	4.994997503	4.994997503	451.48753000000147	358.8179569248144
2850	3395	0.666666667	0.666666667	803.3031249999988	1164.6144259811172
3796	3613	0.257142857	0.257142857	737.171835000001	514.3808677062108
2991	2996	0.05	0.05	1597.1668649999995	1774.061705401552
5502	7223	0.775	0.775	858.8715000000001	756.5605411554117
1976	1977	0.558620497	0.558620497	8334.273468939244	8038.470208626753
3797	3805	0.8	0.8	0.0	0.0
5323	5324	0.581818182	0.581818182	577.0	593.0002060997128
1000688	1303	3.95999802	3.95999802	229.3134999999995	86.00042615660047
1000360	3796	0.8	0.8	200.99999999999983	193.99297505802667
1973	1949	1.034042993	1.034042993	666.8184950000001	646.3458678992666
3345	3323	0.025	0.025	1390.8069782995733	1176.551198479071
5920	5522	0.411428807	0.411428807	6.0	6.0
2021	2055	0.346666667	0.346666667	4921.583900000048	4822.53618117337
4875	7206	2.864514281	2.864514281	0.0	0.0
4392	4389	0.907317516	0.907317516	13761.9201126167	13996.008993229401
4548	4643	7.184996408	7.184996408	354.000000000001	353.9999999999997
3559	3659	0.062069008	0.062069008	1775.1460949999966	1690.0695583422778
1001101	7315	0.186206832	0.186206832	2498.0	2497.9999999999977
1440	1441	0.169565144	0.169565144	873.0	866.9984994799045
5007	2001059	1.16	1.16	22.0	22.0
1462	1452	0.483333333	0.483333333	1033.0	999.0000000000001
6102	4943	0.55263187	0.55263187	7145.3499561716335	7816.658599640396
1448	2000789	0.35999982	0.35999982	1227.9999999999998	1227.9999999999995
2783	2782	0.251612741	0.251612741	2009.1523558429312	1836.0190428290066
1000571	4858	0.98	0.98	85.0	86.0
5836	2000644	0.884999558	0.884999558	44.0	44.0
5720	5745	0.416666667	0.416666667	1084.179049999997	1095.0868929207218
1480	1479	1.454999273	1.454999273	152.0	151.9999999999999
3563	4294	0.103448347	0.103448347	601.5299382299662	1242.1003410621731
4065	4066	0.4	0.4	11878.134712303385	11963.922996759327
4941	6365	2.418751512	2.418751512	240.0	261.0
1000641	5509	1.46	1.46	874.0	810.9999999999995
2465	2549	0.327272727	0.327272727	1763.9196613077067	1525.8550580608792
2846	2839	0.145454545	0.145454545	1035.7005500000002	1039.1422608740734
4859	2000124	1.35000135	1.35000135	0.0	0.0
5295	4573	0.209999895	0.209999895	251.0	179.0
5479	5478	0.8625	0.8625	25.0	25.0
4546	2000625	0.689999655	0.689999655	91.0	91.0
1624	1627	0.066666667	0.066666667	1859.5381249999934	1879.9925048413236
5641	7184	2.451064873	2.451064873	411.07902500000006	479.00000000000017
3412	3410	0.377143073	0.377143073	0.0	0.0
1431	1432	0.6	0.6	2192.5180539391945	2239.6703948714035
4569	7116	0.616666667	0.616666667	1738.3953049999998	1628.3834070379578
5462	7257	0.65999967	0.65999967	39.0	39.0
2472	2471	0.937500586	0.937500586	2773.8968149999832	2102.5694076632044
2681	2000015	0.92	0.92	966.5399450000007	842.3073212532641
1000410	3385	0.54000054	0.54000054	217.61756500000016	242.78428326580325
3723	3724	0.236363636	0.236363636	0.0	0.0
2977	2946	0.450000281	0.450000281	1004.6626599999995	1310.0434583576184
6636	2344	0.348386872	0.348386872	1471.44899	1218.4997119467325
6876	2000133	1.78	1.78	77.615805	79.99978179436972
1000938	5513	1.48	1.48	1160.9999999999975	1161.000000000001
6446	6540	0.4	0.4	1950.3608899999901	1772.7334251535424
7030	5372	1.0	1.0	336.0	346.0
3003	3105	0.124138017	0.124138017	234.98212000000015	213.96175245594307
2596	2584	1.04	1.04	2137.5917399999807	1034.1059250714632
4700	4738	0.062069008	0.062069008	1070.7052150000006	992.9033937016203
2130	2131	0.5	0.5	280.2816786505059	218.5294375722151
1000843	1272	0.76	0.76	247.0	247.00000000000017
4089	3939	0.709090909	0.709090909	507.323085	531.7019256806117
3016	3086	0.413793389	0.413793389	686.7031904004997	721.1906897718278
5033	5034	1.353192065	1.353192065	4663.693130000078	4321.4807437229865
7355	7095	1.049999475	1.049999475	91.0	73.0
1000136	5159	0.359999712	0.359999712	27.0	27.0
2814	2815	0.563636364	0.563636364	1477.5391049999846	985.4051078981986
3535	4427	0.327272727	0.327272727	455.2151800000001	501.7195448728331
2127	2000578	1.84	1.84	149.0	160.0
1000560	4545	1.124999438	1.124999438	155.15804999999995	97.4230506798966
6814	6813	0.187500117	0.187500117	179.38419499999998	244.99117073013116
1000327	3647	0.93000093	0.93000093	54.0	59.0
2520	2461	0.093750059	0.093750059	4.0	4.0
1481	1479	0.131250082	0.131250082	66.0	66.0
5103	5089	0.765957773	0.765957773	9315.6557505971	10414.094756256243
6831	6835	1.799999379	1.799999379	2713.208493828453	3363.36378696411
1000890	5847	2.084998958	2.084998958	13.0	13.0
1000805	1836	0.29999985	0.29999985	72.0	71.99999999999996
5948	6985	0.383333333	0.383333333	621.8258050000001	618.0009134134589
1000471	3017	0.63000063	0.63000063	293.4075749999999	133.15144526488467
2317	2375	1.542858024	1.542858024	856.5265650000002	796.5193137329493
1398	2000748	1.589999205	1.589999205	194.0	297.0
3529	2000263	0.6000006	0.6000006	14.2205	16.994923492854646
6890	5374	0.745454545	0.745454545	234.16451999999995	231.46093489226942
1000842	1981	1.769999115	1.769999115	62.0	64.99999999999996
4218	4217	0.243750152	0.243750152	3872.6536457504944	3774.41378434116
2870	2000442	0.84	0.84	452.6518950000007	325.1647227955863
5755	5752	0.393750246	0.393750246	222.25965499999992	244.72584065112633
3009	3029	0.254545455	0.254545455	2188.289722420284	2372.1554634977765
1001108	1369	2.609998695	2.609998695	33.0	33.00000000000001
3324	2000406	0.28	0.28	1113.340600849975	1140.0261940245946
3493	3492	0.581818182	0.581818182	2619.6093629487855	2685.7486255875847
6688	2000401	1.274999363	1.274999363	15.0	57.0
2721	2000550	1.589999205	1.589999205	14.0	14.0
6501	3392	1.254545455	1.254545455	2162.212697489008	1875.0188004048339
1000469	1775	0.59999952	0.59999952	153.322105	139.9999666824557
3161	2000404	0.51000051	0.51000051	44.889475000000004	72.19084815964099
6760	2171	0.8	0.8	7113.216663939263	6854.252037590905
3492	3469	0.6	0.6	2563.6093629487877	2639.7486255875847
1272	6792	0.672727273	0.672727273	602.750614999999	558.7426192031387
5706	5715	1.174468585	1.174468585	485.310635	463.00218205630335
2347	6280	0.825000516	0.825000516	686.0	586.0
1415	1396	0.745454545	0.745454545	688.0	692.9999999999985
1778	2000450	1.391998886	1.391998886	476.0145650000004	444.06830914427354
2746	2000605	1.124999438	1.124999438	60.0	59.99999999999999
6970	2000019	1.96	1.96	0.0	0.0
7000	7048	5.174997413	5.174997413	7.0	7.0
3343	3301	0.175	0.175	1543.2891695699846	1853.8161815186766
3771	2000347	1.14000114	1.14000114	32.0	26.0
5526	2000938	2.16	2.16	97.0	92.0
1000400	2817	1.07999946	1.07999946	12.0	12.0
4526	2000208	1.54	1.54	166.23160999999996	158.00008206917147
1663	1631	0.425	0.425	2141.0	2200.841736016493
5594	5582	0.351724017	0.351724017	4521.0	4521.000000000004
3854	3858	0.090909091	0.090909091	385.5766950000002	500.16082843767845
4878	5383	1.216666667	1.216666667	280.9277549999998	322.70334105791534
3560	3607	0.2	0.2	1314.4223050000023	1286.0182350538655
5062	5063	0.52	0.52	0.0	0.0
5709	5779	2.106383875	2.106383875	765.472	770.0009280644529
5375	1141	0.41999979	0.41999979	335.01839000000007	506.4675713121725
1000888	5738	0.72	0.72	108.0	109.0
1000571	5310	1.94	1.94	61.0	55.0
4452	4447	0.78000078	0.78000078	297.86981499999985	284.0034663328199
4935	4937	0.709090909	0.709090909	1226.7548699999966	1144.6930274792107
5166	5167	0.65	0.65	1090.9999999999998	1070.0000000000007
1902	1907	0.187499766	0.187499766	426.0	427.0
2893	2851	0.124138017	0.124138017	1962.6783467700254	1816.2684858838666
3227	3045	0.636363636	0.636363636	1655.2442401897501	2078.6313740021533
5681	5694	1.124999438	1.124999438	160.7574600000001	299.7219126285073
6482	6483	0.2625	0.2625	2157.9167856542704	1884.3846881799143
1000936	5520	0.58	0.58	57.0	57.000000000000036
3482	2889	0.54375034	0.54375034	1538.4981649999922	1396.6656718646875
6826	6823	0.610344617	0.610344617	1334.3842099999997	1485.9058056972801
1000941	4842	0.36	0.36	172.99999999999997	173.0000000000001
3822	3826	0.345454545	0.345454545	1406.099979261071	1393.4531578805515
6202	3994	0.037500023	0.037500023	552.2377299999999	567.000191200023
1000245	4041	0.24000024	0.24000024	185.0	184.99999999999997
5795	5794	3.044998478	3.044998478	8.0	8.0
4003	4039	0.454545455	0.454545455	527.0	370.0
1755	2942	0.825000516	0.825000516	383.76838999999995	376.9999999999999
4989	4951	0.393750246	0.393750246	1532.8487399999985	1190.9267923369478
5700	5711	1.697873063	1.697873063	1807.6932499999946	1661.6770144019679
5688	2000630	1.634999183	1.634999183	2.0	2.0
1000206	4470	1.36	1.36	175.31	172.00641253320828
2703	6617	1.844999078	1.844999078	46.0	46.0
2443	2438	0.24	0.24	437.7498999999994	477.2518468049267
4678	4725	0.466666667	0.466666667	3080.486706324146	3113.564093231517
1000401	6688	1.274999363	1.274999363	11.0	11.0
3134	2000437	0.63000063	0.63000063	1391.3234449999968	1443.3477379577937
1000033	2631	1.98	1.98	175.55291000000003	203.60357245402184
1000930	7109	0.36	0.36	39.0	43.0
5496	5497	0.218181818	0.218181818	209.0	209.0
6546	4568	0.05	0.05	211.0	238.0
5393	6393	0.506250316	0.506250316	464.1099750000001	536.7640423557008
5795	2000989	1.25999937	1.25999937	0.0	0.0
5938	6824	1.10689617	1.10689617	2173.021658828443	2723.401255970372
1349	2000758	2.129998935	2.129998935	11.0	10.0
4016	3511	0.527272727	0.527272727	3591.1239004885215	3372.2232695455086
1000032	2619	2.14	2.14	528.0000000000009	527.9999999999986
2406	2302	0.187500117	0.187500117	2456.3434277923816	1994.3768293249043
2741	6055	0.374999813	0.374999813	57.0	64.00000000000001
2654	2643	0.569999715	0.569999715	2915.2192186966276	2671.6547402563774
2152	2150	0.822857613	0.822857613	250.99999999999997	236.0000000000001
1000109	6981	0.47999976	0.47999976	12.747390000000001	19.717995771738043
6057	6059	0.372413665	0.372413665	674.311041060805	930.4337670118109
7308	1143	0.524999738	0.524999738	226.99999999999997	174.97627855896846
6916	6917	0.327272727	0.327272727	528.3745049999991	278.8305427469793
4453	4454	0.533333333	0.533333333	1368.4100699999947	1525.403303263178
3851	3860	0.036363636	0.036363636	2522.276625000033	2631.9867961137957
6933	6934	0.313043342	0.313043342	46.00567999999997	102.00775258151386
4410	4411	0.418181818	0.418181818	3138.843805000008	2689.662589830008
4263	3571	0.272727273	0.272727273	3148.508785000004	3080.493593464151
4632	7070	1.046808956	1.046808956	1106.6948299999992	1061.0013092337824
4351	4188	0.719999424	0.719999424	11.0	11.0
5440	5454	1.664999168	1.664999168	29.0	29.0
5264	5169	1.125000703	1.125000703	232.384195	229.99978179436968
3286	3285	0.144827686	0.144827686	15.704325000000004	428.2131289686033
7457	5694	1.484999258	1.484999258	1.0	1.0
4688	5906	0.075000047	0.075000047	2020.1829050000008	1581.2473718509355
5557	5556	0.47999976	0.47999976	64.0	63.99999999999996
4794	4792	1.254545455	1.254545455	174.0	202.0
1000708	1674	0.93000093	0.93000093	18.0	18.0
3277	3256	0.331034711	0.331034711	708.0929137686194	439.2503950229484
6644	6643	0.404999798	0.404999798	608.9480500000001	595.9560800807145
1000388	3831	0.48000048	0.48000048	0.0	0.0
1000014	4655	1.12	1.12	568.0000000000003	567.0000000000002
1000704	1665	0.36	0.36	0.0	0.0
2153	2141	0.65999967	0.65999967	483.4632200000001	442.2657869522216
3461	3459	0.675000422	0.675000422	57.384195	195.1919260879612
1000795	1877	0.74	0.74	345.0	345.0
6811	1856	0.929999535	0.929999535	0.0	53.0
2495	6585	0.204255406	0.204255406	3273.6204849999995	3047.875991712755
5288	5287	0.633333333	0.633333333	755.3385	950.580312157039
2268	2267	1.74375109	1.74375109	1293.2854114834622	1202.7193378975085
1000932	6545	2.38	2.38	165.37677999999997	265.7388483371419
3304	3321	0.335999731	0.335999731	1670.0376980498386	2289.9932541806747
7343	2000671	0.509999745	0.509999745	21.0	21.0
5842	5631	3.29999835	3.29999835	115.152585	122.00000000000003
4097	3596	0.527272727	0.527272727	1815.3001199999949	1778.7767056661833
4003	7297	0.090909091	0.090909091	4890.252361483504	5079.6108665330385
1297	1365	2.804998598	2.804998598	190.34626499999752	147.68258964710196
4836	4837	1.85999907	1.85999907	111.0	108.0
1844	1906	0.187499766	0.187499766	16.0	18.0
2136	2137	0.525	0.525	127.20939000000001	296.05613108005207
3912	3911	0.454545455	0.454545455	3030.7173904885194	2952.452357016245
5737	2000885	2.14	2.14	5.0	5.0
4017	2000247	0.93000093	0.93000093	167.92891499999988	168.51563509636958
4642	4636	0.4625	0.4625	953.0	755.3940732999624
1000995	5755	0.42	0.42	77.25965500000014	75.72584065112626
2761	3699	0.218181818	0.218181818	3028.5478308858656	2815.062925839793
5377	6694	0.329999835	0.329999835	179.57324999999994	392.5198813595707
6728	5470	1.73999913	1.73999913	35.932084999999994	63.00021820563024
1001014	7203	1.064999468	1.064999468	166.869025	136.10790252897516
1698	2697	2.03999898	2.03999898	268.85369499999985	269.0382352384483
7157	5798	0.449999775	0.449999775	23.0	27.999781794369742
7344	5297	0.3	0.3	763.7473899999999	914.9112168595859
3982	3986	0.763635669	0.763635669	902.0	892.0
3794	3768	0.445161003	0.445161003	2284.7177199999974	1769.222783283244
2177	7285	0.16	0.16	9066.120144792392	8866.279423529968
3999	3992	1.0	1.0	544.0704150000004	460.15206759032566
1901	1887	0.116128957	0.116128957	329.0	323.0
6516	6519	1.2125	1.2125	2481.922580000003	2442.469146298344
4590	4591	3.749998125	3.749998125	66.0	67.0
3492	3493	0.581818182	0.581818182	1677.9106126846816	1635.0117242159079
1000089	2334	1.88	1.88	138.0	138.0
5035	6571	1.018181818	1.018181818	1090.9393699999998	1520.135380206777
1000684	1560	0.48	0.48	371.0	371.0
3291	3281	0.109090909	0.109090909	2197.4023297879457	2144.1227451587215
4720	6265	0.585714286	0.585714286	4318.312795000038	4145.869332751603
1000163	4565	1.56000156	1.56000156	242.0	243.0
2670	1736	1.237500773	1.237500773	17.825195	17.9992873790809
3432	2000443	0.66	0.66	226.01475000000016	241.01050987802748
1000478	3033	0.33000033	0.33000033	46.74850000000001	61.73086843160757
6310	6311	0.236363636	0.236363636	1843.9040937469554	1723.7934990950653
4747	4746	0.833333333	0.833333333	2067.64172	2048.703977996395
3648	3649	0.527272727	0.527272727	945.0424950000003	970.0789942484306
6921	6922	0.120000069	0.120000069	437.5886599999995	342.0189907209174
4800	4786	0.919149327	0.919149327	536.34161	408.9665830181671
5656	5803	0.247825979	0.247825979	615.0	610.9788340538641
2521	2530	0.412500258	0.412500258	1902.1842549999865	1952.0821183874862
4344	4347	0.348386872	0.348386872	638.2005849999998	709.3630009661441
5670	7176	1.274999363	1.274999363	46.920975	58.000000000000014
5751	5752	0.412500258	0.412500258	153.0	111.99934538310909
6736	5281	1.263830325	1.263830325	1068.4059599999987	887.4480512256076
4654	2000184	0.824999588	0.824999588	110.00000000000001	110.0
6759	6761	1.0	1.0	115.02330500000005	44.386801270191924
2858	2856	0.618181818	0.618181818	1015.5680052512026	1062.5092444953925
7372	1470	0.689999655	0.689999655	27.0	27.0
