~,Tail,Head,Capacity (veh/h),Length,Free Flow Time,B,Power,Speed,Toll ,Type,;
,202302,217136,31581,5.922575,6.126801,0.92,2.3,55,0,2,
,217125,218004,63163,3.723346,4.468015,1.572944,2,45,0,2,
,202306,217125,63163,0.449964,0.369834,1.572944,2,70,0,2,
,217136,218005,31581,1.118806,1.157385,0.92,2.3,55,0,2,
,218004,218006,63163,0.867771,0.713236,1.572944,2,70,0,2,
,218008,217157,31581,0.167957,0.173749,0.92,2.3,55,0,2,
,218010,218007,31581,6.161865,6.374343,1.881291,2,55,0,2,
,218011,218012,31581,1.149408,1.37929,1.572944,2,45,0,2,
,218014,218012,0,7.625043,0,1.881291,2,60,0,2,
,23835,218010,2400000,2.724839,5.449678,0.8,2.3,30,0,2,
,218010,218009,31581,0.153766,0.159068,0.92,2.3,55,0,2,
,218007,218011,31581,3.040272,3.145108,1.881291,2,55,0,2,
,218014,218013,0,0.121817,0,0.92,2.3,60,0,2,
,218013,217167,31581,0.198588,0.189131,0.92,2.3,60,0,2,
,218012,217168,63163,3.35466,2.757255,1.572944,2,70,0,2,
,202212,202219,0,6.861038,0,0.92,2.3,55,0,2,
,218016,218017,0,3.544051,0,1.881291,2,65,0,2,
,218015,218018,31581,5.913958,6.117887,1.881291,2,55,0,2,
,218015,218016,0,7.286392,0,1.881291,2,70,0,2,
,218017,202215,0,3.627012,0,1.881291,2,65,0,2,
,202212,202211,31581,5.195254,5.374401,1.881291,2,55,0,2,
,23833,202212,2400000,2.2357,4.4714,0.8,2.3,30,0,2,
,218017,218018,0,4.774191,0,1.881291,2,45,0,2,
,218017,23833,2400000,1.912753,3.825506,0.8,2.3,30,0,2,
,218018,202212,31581,2.014668,2.08414,1.881291,2,55,0,2,
,202215,202213,0,2.89815,0,1.881291,2,55,0,2,
,202215,202216,0,2.872818,0,0.92,2.3,65,0,2,
,202214,202217,31581,0.755688,0.781746,0.92,2.3,55,0,2,
,202214,202218,31581,1.220655,1.262746,0.92,2.3,55,0,2,
,202213,202214,31581,0.101227,0.104717,1.881291,2,55,0,2,
,202224,202149,33457,3.186616,5.031498,0.8,2.3,30,0,2,
,202222,202223,33457,0.763865,1.018486,0.8,2.3,40,0,2,
,202219,202220,31581,0.162442,0.168043,0.92,2.3,55,0,2,
,202223,202224,33457,1.532864,2.043819,0.8,2.3,40,0,2,
,218023,218024,33129,7.104419,5.839249,0.8,2.3,70,0,2,
,218022,200541,31581,8.634688,8.932436,1.572944,2,55,0,2,
,21140,202156,2400000,13.339161,26.678322,0.8,2.3,30,0,2,
,202160,202166,31581,5.390642,5.576526,0.92,2.3,55,0,2,
,202153,202156,33457,12.207237,12.628176,1.572944,2,55,0,2,
,218019,218023,33129,3.457093,3.576303,0.8,2.3,55,0,2,
,202234,202238,33129,2.113722,2.186609,1.572944,2,55,0,2,
,202235,202236,31581,7.136455,5.865579,0.8,2.3,70,0,2,
,202233,202234,33129,0.168022,0.173816,0.8,2.3,55,0,2,
,202230,202235,31581,0.303277,0.249269,0.8,2.3,70,0,2,
,202225,202227,33129,0.046843,0.048459,0.8,2.3,55,0,2,
,202229,202231,31581,0.098308,0.101698,1.572944,2,55,0,2,
,202229,202232,31581,0.066049,0.054287,1.572944,2,70,0,2,
,202226,202225,33129,0.155327,0.160683,0.8,2.3,55,0,2,
,202229,202228,31581,0.034347,0.02823,1.572944,2,70,0,2,
,202228,202230,31581,0.103497,0.085066,0.8,2.3,70,0,2,
,202232,202233,33129,0.030606,0.031661,0.8,2.3,55,0,2,
,202231,236959,33129,0.046828,0.048442,0.8,2.3,55,0,2,
,202227,202231,33129,0.023364,0.024169,0.8,2.3,55,0,2,
,236959,202232,33129,0.046798,0.048412,1.572944,2,55,0,2,
,202237,202236,31581,0.159539,0.131128,0.8,2.3,70,0,2,
,202238,202240,0,7.217896,0,0.92,2.3,55,0,2,
,202238,202239,33129,5.173735,5.352139,0.8,2.3,55,0,2,
,218021,218022,31581,0.201811,0.20877,0.8,2.3,55,0,2,
,202244,218020,31581,0.446761,0.382938,1.572944,2,70,0,2,
,202241,218021,0,0.635482,0,0.92,2.3,55,0,2,
,202239,202242,33129,0.221975,0.229629,1.572944,2,55,0,2,
,202243,202242,31581,0.196333,0.161369,0.8,2.3,70,0,2,
,202243,202244,31581,0.082295,0.06764,0.8,2.3,70,0,2,
,202242,218019,33129,0.054688,0.056574,1.572944,2,55,0,2,
,218020,21139,2400000,0.284781,0.569562,0.8,2.3,30,0,2,
,218020,218021,31581,0.746006,0.813825,1.572944,2,55,0,2,
,202240,218020,0,0.562445,0,1.881291,2,55,0,2,
,200541,236960,31581,0.077028,0.079684,0.8,2.3,55,0,2,
,218027,218026,0,11.841019,0,0.92,2.3,55,0,2,
,236961,218025,31581,5.552239,4.563485,0.92,2.3,70,0,2,
,218024,21141,2400000,16.22744,32.45488,0.8,2.3,30,0,2,
,218030,202153,33129,4.722708,4.88556,0.8,2.3,55,0,2,
,236961,21141,2400000,9.979257,19.958513,0.8,2.3,30,0,2,
,202141,48433,33457,2.404856,2.487782,1.572944,2,55,0,2,
,218030,21140,2400000,9.356079,18.712158,0.8,2.3,30,0,2,
,202148,202155,31581,3.844624,3.977197,1.881291,2,55,0,2,
,218029,218030,33129,3.193717,2.624972,0.8,2.3,70,0,2,
,218028,218024,0,1.367846,0,1.881291,2,55,0,2,
,218028,218027,0,1.387895,0,0.92,2.3,55,0,2,
,218024,218029,33129,1.388677,1.141379,1.572944,2,70,0,2,
,202150,218031,33457,3.08248,3.935081,1.572944,2,45,0,2,
,202139,202140,33457,0.818041,0.892409,1.572944,2,55,0,2,
,202140,202142,31581,0.515915,0.562817,1.881291,2,55,0,2,
,202138,202143,33129,0.450354,0.57492,0.8,2.3,45,0,2,
,202143,202145,31581,1.019328,1.111994,0.92,2.3,55,0,2,
,218033,218031,31581,0.434213,0.372183,0.92,2.3,70,0,2,
,21142,202139,2400000,0.331259,0.662518,0.8,2.3,30,0,2,
,218033,21142,2400000,0.173211,0.346422,0.8,2.3,30,0,2,
,218032,218033,31581,0.067126,0.057537,0.92,2.3,70,0,2,
,218025,218032,31581,0.071516,0.0613,1.881291,2,70,0,2,
,218026,218032,31581,0.057051,0.062237,0.92,2.3,55,0,2,
,202135,202137,33129,0.03872,0.049429,0.8,2.3,45,0,2,
,218034,218035,33457,0.038603,0.042112,0.8,2.3,55,0,2,
,218031,202136,31581,0.077043,0.098353,1.881291,2,45,0,2,
,218034,202136,33129,0.115859,0.147905,1.572944,2,45,0,2,
,218031,218034,33457,0.088006,0.096007,1.572944,2,55,0,2,
,218035,202139,33457,0.071685,0.078202,0.8,2.3,55,0,2,
,202136,202135,33129,0.023489,0.029986,1.572944,2,45,0,2,
,202137,202138,33129,0.064309,0.082096,0.8,2.3,45,0,2,
,202140,202141,33457,0.258494,0.267408,0.8,2.3,55,0,2,
,202143,202144,33129,0.18789,0.225468,1.572944,2,45,0,2,
,202142,202146,31581,0.103735,0.107312,1.881291,2,55,0,2,
,202146,202147,31581,0.112563,0.116445,0.92,2.3,55,0,2,
,202146,202145,31581,0.052843,0.054665,1.881291,2,55,0,2,
,202147,202148,31581,0.055072,0.056971,0.92,2.3,55,0,2,
,202155,202161,0,3.838088,0,0.92,2.3,55,0,2,
,202161,202162,0,1.995623,0,0.92,2.3,55,0,2,
,202155,202157,31581,3.800097,3.931135,0.92,2.3,55,0,2,
,48433,202155,4800000,2.921034,3.894712,0.8,2.3,45,0,2,
,202153,48433,4800000,0.193422,0.257897,0.8,2.3,45,0,2,
,202154,48433,42840,0.298014,0.308291,0.8,2.3,55,0,2,
,202153,202152,33457,0.050088,0.051815,1.572944,2,55,0,2,
,202154,202152,33457,0.059575,0.06163,0.8,2.3,55,0,2,
,202159,202158,31581,0.121218,0.125398,0.92,2.3,55,0,2,
,202158,202160,31581,0.131598,0.136136,0.92,2.3,55,0,2,
,202157,202159,31581,0.142268,0.147173,0.92,2.3,55,0,2,
,202162,202163,0,0.086331,0,0.92,2.3,55,0,2,
,202167,202166,31581,0.874659,0.90482,0.92,2.3,55,0,2,
,202156,202164,66915,3.38425,3.500948,0.8,2.3,55,0,2,
,202156,202167,31581,1.401355,1.449677,1.881291,2,55,0,2,
,236948,217242,85679,2.379353,2.461399,0.8,2.3,55,0,2,
,236948,24190,2400000,0.983808,1.967617,0.8,2.3,30,0,2,
,217246,236949,63163,3.622227,3.104766,1.572944,2,70,0,2,
,236950,24190,2400000,5.749969,11.499937,0.8,2.3,30,0,2,
,217269,24193,2400000,1.779689,3.559378,0.8,2.3,30,0,2,
,236950,217271,85679,1.305036,1.350037,0.8,2.3,55,0,2,
,217245,217275,31581,8.092332,8.371378,1.881291,2,55,0,2,
,217248,217342,31581,3.536752,3.658709,1.881291,2,55,0,2,
,218045,218046,85679,1.104082,1.162191,0.8,2.3,55,0,2,
,217169,24189,2400000,5.572641,11.145282,0.8,2.3,30,0,2,
,217169,218047,31581,7.038403,7.408845,1.881291,2,55,0,2,
,218081,217273,0,4.92139,0,1.881291,2,70,0,2,
,217090,217089,31581,6.818735,7.177616,1.881291,2,55,0,2,
,217086,217091,0,8.075703,0,1.881291,2,55,0,2,
,217181,24191,2400000,5.912317,11.824634,0.8,2.3,30,0,2,
,218036,217094,31581,1.890158,1.575132,0.92,2.3,70,0,2,
,217172,24190,2400000,6.082653,12.165305,0.8,2.3,30,0,2,
,218080,24190,2400000,8.138314,16.276628,0.8,2.3,30,0,2,
,236947,24190,2400000,3.270007,6.540014,0.8,2.3,30,0,2,
,217164,217166,31581,5.462758,5.750271,1.881291,2,55,0,2,
,217164,217170,31581,6.270402,6.600424,1.881291,2,55,0,2,
,217170,217171,0,8.537197,0,1.881291,2,70,0,2,
,217169,217172,31581,7.720498,9.264598,1.572944,2,45,0,2,
,217165,217173,31581,0.793532,0.820895,1.881291,2,55,0,2,
,217165,217174,31581,3.858148,3.991188,1.881291,2,55,0,2,
,217166,217171,31581,7.700109,7.965631,1.881291,2,55,0,2,
,217181,236947,31581,5.628348,5.822429,0.92,2.3,55,0,2,
,217159,217160,31581,3.795048,3.925911,0.92,2.3,55,0,2,
,217158,24188,2400000,6.107652,12.215304,0.8,2.3,30,0,2,
,217163,217164,31581,2.982195,3.085029,1.881291,2,55,0,2,
,217165,217164,31581,6.523381,6.748325,1.881291,2,55,0,2,
,217165,24188,2400000,3.86819,7.736379,0.8,2.3,30,0,2,
,217154,217155,31581,1.972072,2.040075,0.92,2.3,55,0,2,
,217158,217159,31581,0.106518,0.120586,1.881291,2,50,0,2,
,217155,217159,31581,0.058339,0.060351,0.92,2.3,55,0,2,
,217161,217163,31581,0.477479,0.493944,1.881291,2,55,0,2,
,217160,217161,31581,0.087611,0.090632,0.92,2.3,55,0,2,
,217163,217162,31581,0.069641,0.072043,1.881291,2,55,0,2,
,217164,24188,2400000,1.659089,3.318178,0.8,2.3,30,0,2,
,217170,217169,31581,4.845317,5.012397,1.881291,2,55,0,2,
,217175,217174,0,1.949603,0,1.881291,2,55,0,2,
,217174,217176,31581,2.68954,2.782283,1.881291,2,55,0,2,
,217178,217179,31581,1.523249,1.575774,0.92,2.3,55,0,2,
,217166,217181,31581,2.507584,2.594052,1.881291,2,55,0,2,
,217177,217176,31581,2.549649,2.637568,1.881291,2,55,0,2,
,217176,217178,31581,0.033144,0.034287,0.92,2.3,55,0,2,
,217181,217180,31581,3.295072,3.408695,1.881291,2,55,0,2,
,217182,217180,31581,0.024125,0.019829,1.881291,2,70,0,2,
,217180,218036,31581,0.87176,0.716515,0.92,2.3,70,0,2,
,217179,217182,31581,0.029344,0.024119,0.92,2.3,70,0,2,
,217171,218037,0,3.147124,0,1.881291,2,55,0,2,
,236947,218037,31581,1.606655,1.662057,1.881291,2,55,0,2,
,217172,217246,63163,3.538661,4.517439,1.572944,2,45,0,2,
,217171,217172,31581,2.094697,2.285124,1.881291,2,55,0,2,
,218038,218041,31581,1.197389,1.306242,1.881291,2,55,0,2,
,217243,218041,85679,1.161467,1.222597,1.12,2,55,0,2,
,218039,218040,31581,0.58759,0.618516,0.92,2.3,55,0,2,
,236948,217243,85679,0.770986,0.797571,1.12,2,55,0,2,
,218038,218039,31581,0.023606,0.02442,0.92,2.3,55,0,2,
,218037,218038,31581,0.088565,0.091619,1.881291,2,55,0,2,
,218042,217243,31581,0.204202,0.211244,1.881291,2,55,0,2,
,218040,218042,31581,0.150846,0.156047,0.92,2.3,55,0,2,
,217246,218044,85679,0.308718,0.324966,0.8,2.3,55,0,2,
,218045,24201,2400000,0.658553,1.317106,0.8,2.3,30,0,2,
,218041,24202,2400000,0.658221,1.316441,0.8,2.3,30,0,2,
,237950,48253,4800000,0.943777,1.258369,0.8,2.3,45,0,2,
,217246,48253,4800000,1.325076,1.766768,0.8,2.3,45,0,2,
,218043,217246,85679,0.901827,0.949292,1.12,2,55,0,2,
,218041,218043,85679,0.101624,0.106972,0.8,2.3,55,0,2,
,218044,218045,85679,0.066223,0.069708,0.8,2.3,55,0,2,
,218075,236946,31581,2.647636,2.88833,0.8,2.3,55,0,2,
,24189,236946,2400000,4.686614,9.373227,0.8,2.3,30,0,2,
,218073,218077,33457,2.57506,3.090072,0.8,2.3,50,0,2,
,218075,218078,31581,4.315465,4.70778,1.881291,2,55,0,2,
,236946,217090,31581,6.744538,7.357678,1.881291,2,55,0,2,
,218078,217086,0,9.100886,0,1.881291,2,55,0,2,
,218076,218080,33457,6.455335,6.677932,1.572944,2,55,0,2,
,218076,218081,0,5.254588,0,1.881291,2,70,0,2,
,218081,217090,31581,4.008056,4.146265,1.881291,2,55,0,2,
,218074,218076,33457,3.868932,4.002344,1.572944,2,55,0,2,
,24200,218049,2400000,1.727661,3.455323,0.8,2.3,30,0,2,
,24200,218048,2400000,0.582421,1.164843,0.8,2.3,30,0,2,
,218074,218047,31581,1.20983,1.251548,1.881291,2,55,0,2,
,218050,218073,33457,0.57586,0.628211,1.572944,2,55,0,2,
,218050,218074,33457,1.261055,1.375696,1.572944,2,55,0,2,
,218073,24199,2400000,0.749156,1.498313,0.8,2.3,30,0,2,
,218073,218075,31581,1.254897,1.368979,1.572944,2,55,0,2,
,218048,218050,31581,0.319366,0.348399,1.881291,2,55,0,2,
,24199,218075,2400000,0.49932,0.99864,0.8,2.3,30,0,2,
,24189,218076,2400000,2.071469,4.142938,0.8,2.3,30,0,2,
,218077,202221,33457,0.242092,0.274066,1.572944,2,50,0,2,
,218078,218079,31581,0.358818,0.371191,0.92,2.3,55,0,2,
,218080,218081,31581,4.404239,4.556109,1.881291,2,55,0,2,
,218080,218082,33457,3.695955,3.823402,1.572944,2,55,0,2,
,218086,236950,85679,1.356477,1.403252,0.8,2.3,55,0,2,
,218084,218085,66915,0.03553,0.03876,1.572944,2,55,0,2,
,218046,218083,85679,0.172696,0.181785,0.8,2.3,55,0,2,
,218083,218084,85679,0.026281,0.027664,0.8,2.3,55,0,2,
,218082,218085,66915,0.189524,0.206754,0.8,2.3,55,0,2,
,218085,218086,85679,0.272429,0.286768,0.8,2.3,55,0,2,
,217090,217086,31581,2.079863,2.18933,1.881291,2,55,0,2,
,217086,217087,31581,0.435481,0.458401,0.92,2.3,55,0,2,
,217108,217113,73371,0.535172,0.891954,1.12,2,30,0,2,
,217239,236944,31581,2.948963,3.159603,0.92,2.3,55,0,2,
,217239,236945,31581,4.059958,4.349955,0.92,2.3,55,0,2,
,217245,217248,31581,5.05445,6.06534,1.572944,2,45,0,2,
,217110,217249,44854,2.207391,2.32357,1.12,2,55,0,2,
,24203,236941,2400000,2.942559,5.885118,0.8,2.3,30,0,2,
,24203,217258,2400000,6.406761,12.813522,0.8,2.3,30,0,2,
,24203,217255,2400000,6.080656,12.161312,0.8,2.3,30,0,2,
,217241,217254,31581,4.276133,4.501192,0.92,2.3,55,0,2,
,217256,217268,31581,5.326998,5.607366,0.92,2.3,55,0,2,
,24192,217268,2400000,5.282509,10.565019,0.8,2.3,30,0,2,
,217097,236943,85679,2.416409,2.499733,0.8,2.3,55,0,2,
,236942,217093,31581,2.910861,2.392489,1.881291,2,70,0,2,
,236942,217092,31581,2.846795,2.339832,0.92,2.3,70,0,2,
,217093,217095,31581,3.163367,3.79604,0.92,2.3,45,0,2,
,217097,217096,85679,1.379087,1.426642,0.8,2.3,55,0,2,
,217097,217098,31581,0.773805,0.800488,0.92,2.3,55,0,2,
,236942,24203,2400000,3.733677,7.467354,0.8,2.3,30,0,2,
,217099,217100,85679,0.60232,0.634022,0.8,2.3,55,0,2,
,217093,217094,31581,0.033335,0.038464,1.881291,2,50,0,2,
,217106,217107,85679,1.047584,1.10272,0.8,2.3,55,0,2,
,217104,24203,2400000,1.435879,2.871757,0.8,2.3,30,0,2,
,217102,217101,85679,0.242378,0.255135,0.8,2.3,55,0,2,
,217102,217103,85679,0.263979,0.277873,0.8,2.3,55,0,2,
,217104,217103,85679,0.662867,0.697755,0.8,2.3,55,0,2,
,217099,217104,85679,0.230887,0.243039,0.8,2.3,55,0,2,
,217109,217110,98330,0.136029,0.127527,0.12,3.2,55,0,2,
,217111,217112,98330,0.091651,0.085923,0.12,3.2,55,0,2,
,217109,217111,98330,0.035451,0.033235,0.12,3.2,55,0,2,
,217108,217112,98330,0.023619,0.022142,0.12,3.2,55,0,2,
,217114,217106,85679,0.557361,0.586696,0.8,2.3,55,0,2,
,217114,217110,85679,0.204153,0.214898,0.8,2.3,55,0,2,
,217107,217101,85679,0.623159,0.655956,0.8,2.3,55,0,2,
,217238,217240,31581,3.029123,3.18855,0.92,2.3,55,0,2,
,217115,217096,85679,0.630601,0.663791,1.12,2,55,0,2,
,217116,217100,85679,0.659203,0.693898,0.8,2.3,55,0,2,
,217116,217115,85679,0.058659,0.061747,0.8,2.3,55,0,2,
,217095,217096,31581,0.025042,0.020869,1.881291,2,70,0,2,
,217098,217117,31581,0.034701,0.036527,0.92,2.3,55,0,2,
,217117,217239,31581,0.113175,0.119131,1.881291,2,55,0,2,
,217117,217238,31581,0.06305,0.066368,1.881291,2,55,0,2,
,217240,217241,31581,0.483152,0.508581,0.92,2.3,55,0,2,
,217242,217244,31581,4.052844,4.266151,1.881291,2,55,0,2,
,236949,217245,63163,2.015255,1.656374,0.8,2.3,70,0,2,
,24191,236944,2400000,1.393117,2.786234,0.8,2.3,30,0,2,
,24191,236945,2400000,3.340318,6.680637,0.8,2.3,30,0,2,
,217247,217245,31581,5.424471,5.611522,1.881291,2,55,0,2,
,217242,236943,85679,3.121002,3.228622,1.12,2,55,0,2,
,236943,24191,2400000,0.989162,1.978324,0.8,2.3,30,0,2,
,24190,236949,2400000,3.259142,6.518284,0.8,2.3,30,0,2,
,236944,217244,31581,2.092781,2.164946,1.881291,2,55,0,2,
,217244,217247,31581,1.95817,2.025693,1.881291,2,55,0,2,
,236945,217247,31581,2.679755,2.77216,1.881291,2,55,0,2,
,236941,217254,44854,4.36093,4.590453,0.8,2.3,55,0,2,
,217252,217257,39630,2.00475,2.797326,0.8,2.3,40,0,2,
,217253,217255,41489,5.383214,6.591691,0.8,2.3,45,0,2,
,217258,217263,31581,3.446619,3.62802,1.881291,2,55,0,2,
,217256,217264,44854,2.078806,2.188216,0.8,2.3,55,0,2,
,217249,236941,44854,1.569721,1.652338,0.8,2.3,55,0,2,
,217250,217252,44854,2.156354,2.269846,1.12,2,55,0,2,
,217251,217249,44854,0.382796,0.402943,1.12,2,55,0,2,
,217250,217251,44854,0.9204,0.968842,0.8,2.3,55,0,2,
,217252,217253,36443,0.184304,0.298872,0.8,2.3,30,0,2,
,217254,217256,44854,0.624478,0.657346,0.8,2.3,55,0,2,
,217257,217258,31581,3.065245,3.343904,1.572944,2,55,0,2,
,217257,202282,31581,1.870006,2.671437,1.881291,2,40,0,2,
,217259,217260,33129,0.293534,0.352241,0.8,2.3,45,0,2,
,202282,217259,33129,0.086532,0.110467,0.8,2.3,45,0,2,
,217262,217263,44854,1.145848,1.206156,0.8,2.3,55,0,2,
,217264,24192,2400000,1.467281,2.934562,0.8,2.3,30,0,2,
,217261,217262,44854,0.323314,0.34033,0.8,2.3,55,0,2,
,217255,217261,41489,0.028117,0.034429,0.8,2.3,45,0,2,
,217265,217264,44854,0.049094,0.051678,0.8,2.3,55,0,2,
,217263,217265,44854,0.046626,0.04908,0.8,2.3,55,0,2,
,217267,217266,31581,4.49077,4.727127,0.92,2.3,55,0,2,
,217248,217269,31581,4.766038,5.719246,0.8,2.3,45,0,2,
,217267,217248,31581,1.231268,1.273726,1.881291,2,55,0,2,
,217268,217266,31581,0.105076,0.1087,0.92,2.3,55,0,2,
,217269,217270,63163,0.597331,0.716798,0.8,2.3,45,0,2,
,217274,217089,88503,4.228021,3.475085,1.12,2,70,0,2,
,217275,24194,2400000,3.132079,6.264157,0.8,2.3,30,0,2,
,217275,217276,31581,3.903201,4.037795,1.881291,2,55,0,2,
,217275,217277,0,4.85119,0,1.881291,2,70,0,2,
,217277,217347,0,7.817575,0,1.881291,2,55,0,2,
,24194,217340,2400000,5.369844,10.739688,0.8,2.3,30,0,2,
,217338,217339,0,3.01127,0,1.881291,2,55,0,2,
,217337,217340,31581,3.284845,3.398116,1.881291,2,55,0,2,
,217338,217277,33457,3.521729,3.643168,1.572944,2,55,0,2,
,217272,217273,85679,3.391418,3.508364,1.12,2,55,0,2,
,217274,217275,0,3.902709,0,1.881291,2,70,0,2,
,217271,217272,85679,0.174933,0.180965,0.8,2.3,55,0,2,
,217273,217274,85679,0.426826,0.441544,1.12,2,55,0,2,
,217089,217276,31581,1.833436,1.896658,1.881291,2,55,0,2,
,217278,24195,2400000,0.855478,1.710956,0.8,2.3,30,0,2,
,24196,217329,2400000,1.154912,2.309825,0.8,2.3,30,0,2,
,24194,217332,2400000,2.87339,5.746781,0.8,2.3,30,0,2,
,217328,217333,69588,0.627504,1.017575,1.12,2,35,0,2,
,217328,217329,88503,1.076713,0.897261,0.8,2.3,70,0,2,
,217329,217330,88503,0.813348,0.71766,0.8,2.3,65,0,2,
,217335,217330,33457,0.778186,0.80502,1.572944,2,55,0,2,
,217089,217278,85679,1.252891,1.318833,0.8,2.3,55,0,2,
,217089,24194,2400000,1.144585,2.289171,0.8,2.3,30,0,2,
,217091,24196,2400000,0.708665,1.417331,0.8,2.3,30,0,2,
,217278,217279,85679,0.055081,0.05798,1.12,2,55,0,2,
,217279,217091,85679,0.528396,0.556206,1.12,2,55,0,2,
,217279,217328,88503,0.630973,0.525811,0.8,2.3,70,0,2,
,217091,217328,85679,0.156816,0.16507,0.8,2.3,55,0,2,
,217276,217334,31581,1.436446,1.512049,1.881291,2,55,0,2,
,217332,217337,33457,1.494948,1.630852,1.572944,2,55,0,2,
,217332,217338,33457,1.630718,1.68695,1.572944,2,55,0,2,
,217337,24197,2400000,0.964242,1.928485,0.8,2.3,30,0,2,
,217276,217332,31581,1.371155,1.418436,1.881291,2,55,0,2,
,24195,217276,2400000,0.538757,1.077513,0.8,2.3,30,0,2,
,217333,217335,66915,0.923107,1.007026,0.8,2.3,55,0,2,
,217334,217336,33457,0.974483,1.063072,1.572944,2,55,0,2,
,217334,217333,66915,0.080354,0.087659,1.572944,2,55,0,2,
,217336,217337,33457,0.033468,0.03651,0.92,2.3,55,0,2,
,217342,217344,0,5.10304,0,1.881291,2,70,0,2,
,217343,217344,33457,6.742261,6.974752,1.572944,2,55,0,2,
,217342,24193,2400000,4.243556,8.487112,0.8,2.3,30,0,2,
,217342,217343,31581,4.436244,4.589219,1.881291,2,55,0,2,
,217277,217343,33457,0.391872,0.405385,1.572944,2,55,0,2,
,24193,217344,2400000,2.55555,5.1111,0.8,2.3,30,0,2,
,217346,217347,31581,2.030545,2.100564,0.92,2.3,55,0,2,
,217350,217351,31581,4.375265,4.526135,0.92,2.3,55,0,2,
,217339,217340,31581,0.051409,0.053182,0.92,2.3,55,0,2,
,217339,217346,31581,2.999378,3.102805,1.881291,2,55,0,2,
,217347,217348,31581,1.774554,1.835746,1.881291,2,55,0,2,
,217347,217350,31581,2.426021,2.509676,0.92,2.3,55,0,2,
,217351,217354,31581,0.052375,0.054181,0.92,2.3,55,0,2,
,217354,217352,31581,0.068293,0.077313,0.92,2.3,50,0,2,
,217487,202088,85679,2.559897,2.648169,1.12,2,55,0,2,
,218110,202082,0,4.144594,0,1.881291,2,55,0,2,
,236964,21148,2400000,6.836087,13.672174,0.8,2.3,30,0,2,
,218127,218089,0,5.700631,0,1.881291,2,70,0,2,
,218126,218101,0,3.056112,0,1.881291,2,55,0,2,
,218089,217488,0,6.135192,0,0.92,2.3,70,0,2,
,218090,217493,0,8.861053,0,1.881291,2,55,0,2,
,218088,217505,0,6.392127,0,1.881291,2,55,0,2,
,218091,217505,31581,8.810669,7.241646,0.92,2.3,70,0,2,
,236963,21148,2400000,8.355961,16.711922,0.8,2.3,30,0,2,
,218094,218093,31581,8.229109,8.512871,1.881291,2,55,0,2,
,218099,218092,33129,3.441107,2.828307,0.8,2.3,70,0,2,
,218100,218101,33457,5.175941,5.354421,1.881291,2,55,0,2,
,218103,217490,33457,3.75126,3.880614,1.881291,2,55,0,2,
,217358,217368,31581,4.565817,4.723258,1.572944,2,55,0,2,
,217367,217369,33129,4.124302,4.949163,0.8,2.3,45,0,2,
,217366,217371,0,3.294998,0,0.92,2.3,40,0,2,
,218094,218121,33457,5.132173,5.309144,0.92,2.3,55,0,2,
,217359,217360,31581,0.942804,0.897909,0.92,2.3,60,0,2,
,217356,217357,33129,0.357043,0.428452,1.572944,2,45,0,2,
,217361,217362,31581,0.423112,0.402964,1.881291,2,60,0,2,
,217355,217358,31581,1.047385,1.083502,1.572944,2,55,0,2,
,217360,217358,31581,0.900078,0.857217,1.881291,2,60,0,2,
,217355,217356,33129,0.253415,0.241348,0.8,2.3,60,0,2,
,236962,217355,33129,0.113321,0.107925,0.8,2.3,60,0,2,
,202151,236962,33129,0.03814,0.036324,0.8,2.3,60,0,2,
,217358,217361,31581,0.523333,0.498413,0.92,2.3,60,0,2,
,217357,217362,31581,0.344315,0.356188,1.881291,2,55,0,2,
,217357,217363,33129,0.350173,0.420208,1.572944,2,45,0,2,
,217363,217366,31581,0.439604,0.586139,0.92,2.3,40,0,2,
,217365,217367,99388,0.534385,0.641262,0.8,2.3,45,0,2,
,217364,217363,31581,0.20162,0.268826,1.881291,2,40,0,2,
,217364,217365,31581,0.228157,0.236024,1.881291,2,55,0,2,
,217362,217364,31581,0.100959,0.104441,1.881291,2,55,0,2,
,217363,217365,99388,0.108563,0.130275,1.572944,2,45,0,2,
,217370,217371,31581,0.196946,0.203737,0.92,2.3,55,0,2,
,218114,218118,31581,3.454484,3.573604,0.8,2.3,55,0,2,
,218117,218119,31581,2.814549,4.444025,1.881291,2,35,0,2,
,218119,218094,33457,0.3263,0.337552,1.881291,2,55,0,2,
,218111,218112,31581,1.042615,1.078567,0.8,2.3,55,0,2,
,217368,218111,31581,0.116696,0.12072,0.8,2.3,55,0,2,
,218112,218113,31581,0.874993,0.905165,0.8,2.3,55,0,2,
,218113,218115,31581,0.539461,0.851781,0.92,2.3,35,0,2,
,217088,218113,31581,0.345447,0.545443,1.881291,2,35,0,2,
,218113,236964,31581,0.219009,0.226561,1.572944,2,55,0,2,
,236964,218114,31581,0.024917,0.025776,0.8,2.3,55,0,2,
,218115,218116,31581,0.567214,0.895601,0.92,2.3,35,0,2,
,218116,218117,31581,0.402123,0.634931,0.92,2.3,35,0,2,
,218120,218119,33457,3.226872,3.338144,1.881291,2,55,0,2,
,217331,218120,33457,0.40446,0.418407,0.92,2.3,55,0,2,
,218118,217331,31581,0.473793,0.490131,0.8,2.3,55,0,2,
,217369,218122,33129,5.516083,5.706293,0.8,2.3,55,0,2,
,218125,218126,0,5.206294,0,1.881291,2,70,0,2,
