source 	 destination 	 flow 	 cost(min)
645	664	47.844	3.666667313
43	721	553.1542214	0
171	169	0	1.666667
833	837	115.377	1.333693119
196	190	0	4
494	36	0	0
47	861	321.313304	0
185	255	201.489	8.000214518
747	378	97.494	10.33475592
660	662	468.288	5.341063469
183	180	0	1
707	809	0	1.666667
94	312	5.588020305	0
375	376	21.861	2.000000014
797	794	0	1.666667
18	454	369.558	0
39	294	1028.904	0
23	875	0	0
65	555	0	0
586	50	0	0
519	98	475.929	0
274	287	241.02	12.3967671
728	731	1281.894	1.441851085
746	755	42.489	4.000000393
777	745	0	7.333333
13	974	694.0890553	0
772	773	0	0.666667
406	122	0	6.333333
661	653	300.7461326	5.062344791
438	434	0	6.666667
459	434	13.71	6.333333341
74	509	478.632	0
131	430	384.33	0.666903643
601	539	0	11
643	923	482.583	2.337147344
822	1	0	0
86	273	0	0
67	584	993.864	0
487	482	0	2.333333
795	721	0	2.666667
70	163	116.994	0
177	587	209.6222462	6.333701584
452	806	196.797	1.670477243
845	855	0	3
659	9	328.1840739	0
864	47	0	0
61	700	0	0
910	900	287.8178121	2.357737918
88	548	0	0
703	704	89.163	2.333557774
708	681	1286.408074	14.07303383
141	133	0	3
410	427	101.2915427	5.666684979
75	585	0	0
957	509	0	7.333333
945	950	1248.060246	1.039473903
276	277	487.413	3.620078821
525	515	0	3
227	220	0	14
631	207	0	55
561	558	71.57312618	7.000005537
864	867	0	13.666667
492	495	0	17
700	270	0	3
858	859	0	0.333333
716	841	0	5.666667
31	171	5.991	0
85	361	65.757	0
24	456	0	0
366	873	108.156	9.668683087
44	719	552.7372144	0
884	883	176.2474595	4.029781492
930	45	0	0
307	308	0	0.666667
658	15	0	0
303	782	0	12
284	355	514.065	10.6955805
310	86	0	0
933	931	0	8.666667
26	774	0	0
564	10	384.465	0
65	144	850.8423458	0
257	92	0	0
827	828	0	4.333333
617	618	0	3.333333
9	588	158.268	0
67	583	0	0
480	486	0	4.333333
970	968	247.407	2.346657613
47	864	0	0
13	686	87.864	0
39	297	0	0
719	4	371.505	0
900	8	287.8178121	0
313	765	60.201	5.333439769
87	924	0	0
345	340	0	0.333333
603	76	171.489	0
762	6	336.747	0
915	830	0	8.333333
373	472	0	8.333333
902	898	497.7728121	8.014803681
951	669	354.135	0.666837589
759	760	387.237	0.782334499
774	26	0	0
574	82	688.455	0
741	743	0	3.333333
820	830	415.0003353	2.867362824
852	856	400.365	11.00851868
250	53	0	0
254	192	0	9
580	579	624.9897538	0.334865939
277	353	97.929	13.00182229
717	711	0	19.666667
479	490	25.76312618	2.333334567
767	16	0	0
857	47	0	0
345	504	203.697	2.673664409
41	736	0	0
829	818	0	4
302	789	0	2.666667
349	71	173.319	0
779	79	1130.166	0
319	320	0	1.333333
779	38	765.912	0
6	809	564.1821879	0
65	184	0	0
524	481	401.292	2.079050017
909	908	0	1
173	446	0	10.666667
270	272	1145.229559	20.68632843
864	866	0	18.666667
867	931	0	2
238	83	0	0
422	193	369.438	7.002121447
962	645	302.958	3.333789853
215	208	374.5626465	1.030000454
356	358	0	0.333333
711	92	599.955	0
231	646	0	3
89	175	0	0
704	41	89.163	0
15	674	80.64	0
738	96	342.459	0
57	354	530.793	0
381	302	0	5
2	751	324.147	0
66	219	618.8739046	0
325	326	33.621	4.66666718
915	913	0	1.333333
302	380	0	6
7	232	0	0
434	459	235.848	4.018863347
456	735	0	8.666667
680	677	348.2048121	6.134437456
873	373	108.156	10.33548813
835	832	115.377	5.001350445
78	776	2.64	0
693	686	489.15	9.785309232
952	954	475.929	3.953395001
20	364	487.989	0
877	23	0	0
40	897	784.065	0
35	597	100.431	0
342	74	0	0
13	649	422.5887538	0
46	863	0	0
276	198	0	5.666667
278	23	163.284	0
250	252	0	1.666667
946	947	0	1
592	546	0	7.333333
634	34	0	0
207	503	0	18.666667
38	294	679.632	0
153	28	0	0
95	967	0	0
639	938	0	6.666667
806	872	196.797	7.350098066
352	345	0	3.333333
39	739	400.9139325	0
37	299	39.438	0
225	238	0	0.666667
529	531	0	0.666667
893	752	0	11.333333
297	39	0	0
102	959	0	0.666667
734	773	297.8078121	23.33886492
789	302	0	2.333333
674	15	57.126	0
338	957	0	2.666667
796	794	0	12.333333
838	282	115.377	1.000270089
280	627	84.465	0.333333511
479	494	0	6.333333
160	30	930.318	0
283	281	129.042	5.333377574
737	797	449.5897856	23.01528838
659	907	0	1.666667
932	852	400.365	1.334365567
233	234	0	3.666667
766	769	0	18
500	498	0	4.666667
268	150	135.582	12.3654906
598	595	0	7
47	857	0	0
128	117	0	16.666667
268	27	2005.034074	0
73	435	318.4908236	0
211	113	447.8485427	20.6801928
167	153	0	8.333333
244	655	0	4
751	893	0	21
65	551	595.695	0
95	517	133.581	0
932	934	453.633	4.258171629
335	20	0	0
234	228	0	0.666667
612	402	613.2062462	21.8790801
93	611	163.68	0
454	870	0	1
537	538	0	2.666667
120	121	0	9
309	84	0	0
22	639	0	0
140	141	0	1.666667
318	320	245.232	15.33500448
114	113	107.982	1.000207222
324	328	92.727	10.33335603
160	151	0	15.333333
802	391	359.622	7.178448545
704	705	0	1.333333
286	389	626.499	4.010025577
455	824	0	1.666667
830	42	234.621	0
316	331	321.342	1.333761513
791	783	470.9013331	14.3447996
18	868	0	0
893	303	110.835	19.33342094
938	284	195.444	16.00070366
548	556	0	3.333333
299	846	0	11
86	323	0	0
464	689	435.9780553	5.967616174
651	9	0	0
22	641	0	0
303	79	110.835	0
449	118	236.0035427	4.667103351
508	445	0	8.333333
126	127	384.33	6.669033431
21	360	64.821	0
122	111	326.586	10.00185079
2	753	447.888	0
908	905	0	2
131	918	4.947	10
480	77	0	0
625	85	0	0
741	296	0	2
312	313	5.588020305	20.666667
572	578	562.788	1.671706451
357	359	65.757	11.66699946
124	58	477.636	0
845	848	0	4
405	337	8.832	7.333333068
480	487	0	6.666667
529	530	0	1
605	608	635.1218738	6.240018737
256	260	454.938	0.333565303
424	475	89.88	6.666674078
339	338	468.267	0.357760695
47	856	592.7333303	0
865	858	0	4
146	66	208.902	0
952	953	0	12
283	280	433.14	0.35121522
828	831	74.9056647	4.667800602
72	524	401.292	0
158	164	0	6.666667
586	946	0	2.666667
697	49	0	0
816	651	0	4.666667
500	497	80.667	5.001633611
568	566	0	12
23	877	190.443	0
265	288	919.056	9.874540769
773	25	297.8078121	0
53	248	0	0
182	185	56.739	21.66667065
404	548	0	23.666667
2	754	97.494	0
810	811	273.525	5.715011354
917	897	577.011	10.91022915
653	657	7.245	6.666667142
722	306	0	1.333333
641	642	0	2.333333
687	681	205.74	1.000054005
323	86	744.2619071	0
555	65	0	0
647	650	0	4
477	343	0	5.666667
535	576	257.196	22.48228294
369	370	0	9.333333
188	187	0	0.666667
920	307	77.592	6.667035304
433	12	0	0
505	504	173.319	2.33654216
756	3	324.147	0
316	376	92.727	12.33336048
309	210	0	4
771	778	0	3
795	797	66.048	0.666667206
583	67	492.9029262	0
167	28	135.582	0
384	936	245.232	3.768990416
31	217	473.973	0
272	60	991.974	0
461	458	0	3.333333
193	201	0	2.666667
289	287	0	0.333333
550	548	0	9
791	780	0	0.333333
778	78	0	0
704	703	0	2.333333
642	22	0	0
481	526	254.817	4.696655198
209	84	451.68	0
856	47	363.2178707	0
811	723	273.525	8.740605422
27	200	0	0
651	668	274.434	1.000092283
222	7	914.223	0
407	449	118.293	5.333364477
517	518	133.581	19.34271543
640	116	11.313	2.666667001
28	153	208.902	0
260	604	685.6840467	7.35970636
218	197	606.108	15.7010659
950	557	147.549	1.000722396
206	62	0	0
947	945	0	13.666667
646	654	0	0.333333
215	91	318.4908236	0
654	650	0	4
467	14	12.603	0
350	71	110.859	0
219	66	596.421	0
302	292	0	7
277	276	812.598	4.993674313
76	543	479.349	0
72	527	0	0
23	878	0	0
789	792	449.4724595	7.012933692
11	784	0	0
64	554	0	0
19	286	310.653	0
272	265	0	10.666667
284	359	95.967	1.000002556
573	533	321.9567538	6.775843429
868	18	27.393	0
63	273	0	0
710	93	4.428	0
84	209	127.35	0
671	672	0	1
407	410	0	1.666667
78	777	187.425	0
432	467	12.603	16.00000062
53	249	0	0
828	829	0	9.666667
760	759	0	0.666667
872	364	196.797	15.03429218
87	643	482.583	0
520	90	0	0
63	272	728.0457892	0
322	380	56.133	2.666667798
72	526	14.73	0
108	109	5.715	8.666667
561	605	0	16.333333
78	778	0	0
438	103	0	1.333333
852	932	453.633	1.001276361
727	565	336.747	6.117596976
249	53	816.333	0
407	450	84.534	4.33367027
269	201	0	17.333333
901	8	0	0
214	219	0	0.666667
202	249	816.333	9.065024915
290	937	57.381	14.66667179
53	250	0	0
126	125	0	1
289	411	0	3
345	346	258.486	2.667025816
721	724	553.1542214	8.760677491
725	4	0	0
314	468	410.5924573	1.738864584
463	447	0	12.666667
246	235	784.572	2.683105716
286	19	53.712	0
31	216	0	0
413	415	89.88	3.000003185
374	748	228.4978423	17.4053509
618	616	0	24.666667
94	765	676.4589797	0
190	95	0	0
324	81	208.8898423	0
860	844	0	11.333333
600	926	0	3.666667
335	364	0	1.666667
906	910	561.3428121	4.340333074
537	542	0	0.666667
248	53	0	0
523	518	38.919	13.00004546
68	612	781.7132462	0
49	698	13.71	0
383	320	0	2.333333
71	349	240.168	0
106	112	4.254	12.666667
333	334	324.285	8.473794125
614	622	0	4.333333
82	574	0	0
490	498	25.76312618	3.666669462
882	881	0	0.333333
205	212	68.63470255	5.000001805
605	714	0	4.666667
690	462	418.3500553	6.005539437
781	751	0	6
323	63	0	0
854	853	0	8
698	49	0	0
892	5	1030.502865	0
723	810	116.5299261	16.00449676
111	289	183.486	8.347729616
751	305	0	28.333333
459	447	235.848	21.43393751
11	788	633.8966669	0
939	69	554.1439533	0
928	623	843.039	2.030449186
633	597	589.401	12.62868132
931	933	0	12.666667
348	476	0	9
538	537	0	3
191	966	0	5
343	339	225.099	8.667337658
941	612	0	0.666667
523	109	0	26.666667
664	670	251.34	1.333493376
268	63	1475.975441	0
41	701	680.9871879	0
163	182	56.739	3.333333562
686	689	289.947	9.490808399
77	480	0	0
515	72	20.106	0
147	148	0	11.666667
855	847	0	2
243	244	295.713	1.333498878
894	895	0	2.333333
557	553	492.9029262	0.667853068
848	847	0	4
764	765	0	13
936	45	245.232	0
846	37	721.239	0
48	785	0	0
499	489	0	21
303	749	0	14
969	577	325.638	8.476152995
899	8	0	0
49	697	0	0
363	228	0	26.666667
671	588	354.135	7.668628778
174	203	0	4.666667
761	4	378.8901879	0
420	421	0	0.666667
280	876	464.052	0.713787025
710	597	0	6
248	52	0	0
777	78	180.915	0
463	464	0	3
267	273	0	7
55	420	0	0
493	483	0	2
633	637	0	0.666667
107	108	0	14
79	303	1030.502865	0
842	840	0	0.333333
272	63	1852.173329	0
145	158	414.5634412	6.002883255
448	466	13.71	1.333333072
268	267	0	18.333333
753	5	484.245	0
594	592	0	2.666667
323	310	0	12.333333
32	341	433.533	0
353	285	341.013	15.30917542
919	918	0	0.333333
68	941	0	0
622	620	0	2
81	374	228.4978423	0
204	219	996.0595427	4.064057365
26	826	89.163	0
115	429	0	13.333333
71	350	0	0
48	292	468.8606669	0
49	696	0	0
154	152	0	12.666667
615	616	0	1.666667
566	10	0	0
60	267	0	0
810	814	249.2229261	14.66758756
392	393	27.393	2.000000034
641	22	101.253	0
607	172	0	8.333333
772	25	0	0
891	791	470.9013331	8.339999629
238	234	324.285	2.372662111
463	14	0	0
172	173	0	1.333333
876	875	464.052	7.137867041
913	912	0	2
686	974	0	2.333333
178	179	0	0.666667
912	99	0	2.666667
341	106	23.058	7.333348995
85	355	0	0
665	663	162.0938121	8.666847332
355	110	0	11
118	129	9.69	3.666667001
516	515	20.106	5.333334328
77	479	252.291	0
60	265	919.056	0
380	790	56.133	9.000002693
849	843	188.6516669	5.000190883
22	642	11.313	0
189	197	0	2
419	428	111.3334573	1.000004631
789	48	0	0
609	612	0	7
823	820	415.0003353	5.734726878
29	152	306.969	0
309	922	388.656	10.34776948
848	562	0	6
398	397	0	0.666667
402	88	613.2062462	0
347	33	242.346	0
925	924	0	3.666667
81	378	0	0
217	352	473.973	9.013690268
368	770	0	21.666667
567	863	0	8
500	399	25.76312618	5.000000036
924	643	0	6
615	619	0	2.333333
829	827	0	5.333333
32	340	0	0
103	377	0	8
518	98	12.312	0
847	567	0	0.666667
19	290	57.381	0
159	160	930.318	3.711352337
534	536	0	1
830	821	527.193	7.44817524
11	258	565.7997112	0
41	704	0	0
337	335	0	19
151	165	205.5384824	11.0003194
621	622	0	1.333333
223	231	0	1
740	779	0	8.666667
172	215	0	18
740	738	0	9
967	95	0	0
825	973	680.9871879	0.442593715
699	246	784.572	13.41552657
754	781	0	8.333333
234	333	324.285	7.795891245
515	525	0	2.666667
146	157	0	21.666667
228	245	0	2.666667
70	522	87.432	0
919	921	64.821	3.000001596
20	367	0	0
781	754	0	4.333333
504	505	341.793	2.381868481
534	535	257.196	1.342225532
214	205	756.5165588	5.026644749
485	487	0	5.333333
168	157	868.1038885	1.009239632
540	610	147.549	1.667870993
658	660	0	1.333333
817	818	0	2.333333
219	214	465.1209046	0.667174622
45	846	721.239	0
426	55	0	0
28	158	0	0
77	483	0	0
93	716	0	0
474	17	410.5924573	0
582	661	626.1651879	1.004633516
835	97	129.042	0
18	870	0	0
488	344	158.124	4.354235981
711	715	696.6998738	9.966717628
824	774	0	11
190	191	0	1.333333
627	628	243.519	2.000211991
285	277	0	3.333333
326	329	33.621	8.333333321
670	673	506.454	1.001982965
27	203	0	0
202	192	0	2
184	65	314.7123458	0
553	945	1248.060246	2.078947807
54	218	606.108	0
826	26	680.9871879	0
67	552	1248.060246	0
866	864	0	13.333333
687	726	900.612	0.679886496
953	955	388.497	3.793973949
599	600	0	1
337	336	0	2
7	241	825.2372462	0
588	9	491.1038121	0
900	899	0	7.666667
822	829	0	3
569	727	387.237	4.302837983
754	2	228.4978423	0
321	318	0	4.333333
432	431	0	5.333333
745	96	0	0
395	454	0	3.333333
585	561	0	10
58	277	816.783	0
847	855	0	2
804	290	0	7.333333
712	711	0	19
736	774	0	36.333333
752	751	0	8.666667
915	42	74.9056647	0
451	452	0	15.666667
888	889	739.2597538	0.970144972
479	480	0	5.333333
41	705	543.864	0
210	309	0	5.333333
26	455	0	0
340	32	435.765	0
918	353	4.947	1.666667
159	161	0	1
262	258	338.247	1.33361695
910	810	273.525	2.017062712
82	575	0	0
468	474	410.5924573	16.69309667
604	601	1044.363	7.475263322
492	485	0	4
508	73	1026.060925	0
653	650	300.7461326	5.062344791
751	756	324.147	6.511109879
777	80	89.442	0
293	843	357.0273331	8.002114773
435	208	318.4908236	7.109778097
721	43	480.2782144	0
919	920	0	2.666667
469	468	99.99905854	6.334298264
597	940	138.531	4.669286538
711	839	0	13.333333
113	361	0	2.666667
96	738	348.186	0
875	23	464.052	0
898	911	61.056	5.000002094
457	416	89.88	12.00604266
29	151	789.72	0
486	480	0	5.666667
247	224	349.3684573	17.33753431
125	126	384.33	1.168349621
562	563	0	4
152	161	457.356	8.339265041
604	69	455.2506169	0
123	626	136.335	4.000041653
782	740	0	21
73	507	229.449	0
817	1	0	0
56	121	0	0
69	939	0	0
15	648	0	0
765	313	676.4589797	20.66669504
510	504	0	3
846	934	0	3.666667
851	865	0	2.666667
190	107	0	19.666667
454	388	369.558	16.00899509
36	479	276.3291262	0
634	638	80.667	8.00001021
379	542	0	2.333333
135	139	0	19.333333
91	611	1117.569874	0
549	152	0	10
623	618	497.6850738	12.27819848
549	29	0	0
206	212	747.6982975	2.274383702
433	434	235.848	4.353768291
574	575	0	2
759	756	0	9.666667
705	701	0	11
56	449	229.2415427	0
342	350	110.859	5.000022762
675	674	138.5798121	4.666718875
794	796	0	9
261	262	809.1483331	0.67131632
883	880	0	8.333333
860	856	0	28.666667
918	919	0	0.333333
3	756	238.6771577	0
247	53	82.416	0
493	36	0	0
142	263	1363.520074	6.257043238
69	612	657.327	0
487	480	0	6.666667
794	795	0	7
110	85	532.1995427	0
186	171	540.549	1.001389019
659	651	0	1
478	488	158.124	2.344588451
194	126	0	5.333333
437	443	0	2.333333
518	90	258.234	0
810	900	0	1
538	542	0	2.333333
974	258	694.0890553	9.476217494
60	263	0	0
82	579	762.156	0
320	935	0	6.666667
344	340	435.765	2.669565232
895	894	0	3
59	269	0	0
706	737	512.7530526	0.51112259
408	410	0	2.666667
314	313	503.256	2.00208715
546	88	1210.626	0
88	546	1116.924	0
356	354	0	2.666667
328	317	92.727	4.000008913
80	959	0	0
17	474	0	0
183	555	0	2.666667
498	500	25.76312618	3.000000022
200	132	0	15.666667
780	791	0	0.333333
893	5	90.459	0
66	146	0	0
138	286	0	0.666667
169	185	201.489	1.666711691
801	796	0	4.666667
11	792	0	0
272	273	0	1
358	57	243.519	0
370	471	0	8.333333
379	377	0	5.333333
462	14	418.3500553	0
118	123	236.0035427	0.666729336
528	527	0	3
299	37	106.2720675	0
563	564	345.7285405	16.3371295
895	896	0	0.666667
267	268	0	11.666667
707	732	290.979	11.00237681
643	87	0	0
664	663	47.844	2.666667227
809	6	8.202	0
575	571	0	0.666667
428	420	111.3334573	2.666679349
686	693	258.432	4.698393483
22	938	195.444	0
247	52	846.171	0
587	50	209.6222462	0
96	745	0	0
186	172	0	18
273	63	0	0
339	491	254.817	3.354753138
3	757	0	0
974	13	0	0
362	278	163.284	0.666681284
437	444	0	1.333333
859	862	0	4.666667
20	334	0	0
28	164	364.8744412	0
298	330	0	30.333333
517	95	276.903	0
693	698	0	2
724	719	0	9.666667
776	78	2.553	0
223	240	522.6809447	1.66869078
349	350	0	0.333333
3	758	0	0
39	299	106.2720675	0
77	484	0	0
633	561	71.57312618	17.66668097
577	559	471.096	6.676563952
20	335	157.185	0
859	863	0	11
192	424	0	6
66	145	414.5634412	0
693	697	0	4
806	802	564.039	0.667764775
56	122	326.586	0
73	508	433.0215713	0
147	70	38.886	0
368	366	42.927	1.666675626
86	272	64.167	0
616	615	0	7
877	874	190.443	12.69206224
501	399	0	6.333333
216	31	410.475	0
584	67	1276.605246	0
522	70	379.725	0
816	907	407.3739261	0.667220397
74	338	400.59	0
528	526	0	2.666667
255	256	201.489	16.66711391
632	34	25.76312618	0
742	894	0	3
964	362	12.96	24.66666702
176	147	0	5
279	358	243.519	6.667373635
620	924	0	6
93	597	61.857	0
776	80	2.64	0
854	851	0	7
694	688	289.947	0.703023196
438	439	0	6.666667
376	316	321.342	2.000642769
841	842	0	1.666667
327	319	0	13.333333
855	845	0	3
203	149	0	18.333333
80	102	0	0
66	144	602.835	0
249	250	0	7
30	152	150.387	0
570	564	0	16.666667
122	56	0	0
76	534	245.19	0
314	315	326.184	1.66697395
486	487	0	6.666667
143	138	27.393	1.000000017
622	621	0	2.333333
199	95	61.809	0
849	879	21.861	9.333333064
907	902	407.3739261	1.000830095
32	345	462.183	0
692	659	328.1840739	13.66924629
663	668	209.9378121	12.66706731
350	349	0	0.333333
957	74	534.003	0
201	206	0	4.333333
30	151	1320.175452	0
203	27	0	0
57	358	0	0
758	760	0	3
711	710	0	4.333333
834	641	101.253	6.000019008
135	142	1363.520074	1.408314245
587	586	0	1.666667
175	70	72.459	0
401	88	504.8037538	0
705	704	0	1.333333
844	46	504.546	0
753	751	0	13.333333
17	471	738.591	0
348	33	0	0
870	18	0	0
432	969	325.638	8.815199807
479	36	244.95	0
577	970	247.407	2.681895134
85	110	525.93	0
241	7	0	0
560	538	0	5.333333
445	73	0	0
768	457	729.8905427	21.26605689
463	581	1.992	15.666667
207	208	0	7.666667
237	236	0	2.333333
16	767	0	0
592	594	0	2.666667
616	619	0	1.666667
112	199	4.254	11.333333
3	759	361.74	0
527	528	0	4
507	73	693.1425203	0
533	536	321.9567538	15.24564695
391	390	359.622	17.0915445
204	62	687.8818563	0
479	77	257.907	0
597	35	506.49	0
364	20	344.226	0
397	398	0	2
106	109	38.919	1.000003497
847	848	0	13.333333
673	648	506.454	2.337959918
72	515	0	0
588	659	0	1.666667
626	639	136.335	12.33346143
57	276	487.413	0
374	81	0	0
44	724	96.90706893	0
184	183	0	9
420	55	111.3334573	0
681	683	1302.464074	1.086739726
809	787	208.8898423	24.33472945
86	310	1222.698	0
611	607	0	6
709	928	0	7.333333
575	82	0	0
739	299	0	1.666667
414	419	0	1
521	523	0	8.333333
454	18	0	0
882	887	0	6.666667
129	56	9.69	0
308	309	0	5
539	540	580.581	1.335797664
304	741	0	3
341	32	0	0
390	397	359.622	4.785632705
551	183	0	20.666667
431	441	0	3.666667
427	425	101.2915427	12.33337213
17	472	99.99905854	0
616	617	0	10
706	44	1448.166055	0
231	232	0	3.666667
430	119	0	5.666667
470	415	738.591	21.97471468
518	624	276.903	8.744326165
450	412	84.534	4.33367027
628	629	243.519	0.333368332
788	11	0	0
926	709	0	5
480	479	0	6.333333
503	631	0	16.333333
62	206	747.6982975	0
320	319	0	1.333333
319	325	0	10.666667
669	591	0	1.333333
649	13	0	0
950	609	1248.060246	7.154202221
848	843	0	6
267	60	0	0
787	385	208.8898423	3.333524295
376	849	188.6516669	19.00072536
581	579	1.992	12
729	687	104.829	4.333348773
462	463	0	11
166	165	0	0.666667
612	68	615.522	0
860	854	0	41
484	497	0	2.333333
49	693	489.15	0
136	138	0	2.333333
735	733	0	2.666667
37	846	406.5	0
795	706	903.8436432	8.760767779
54	213	0	0
113	110	555.8305427	1.001552879
